journal,year,t,method
American Economic Review,2005,1.9438596963882449,IV
American Economic Review,2005,2.0625,IV
American Economic Review,2005,4.4285712242126465,IV
American Economic Review,2005,2,IV
American Economic Review,2005,0.17499999701976776,IV
American Economic Review,2005,3.2571427822113037,IV
American Economic Review,2005,2.1111111640930176,IV
American Economic Review,2005,0.6603773832321167,IV
American Economic Review,2005,1.0416666269302368,IV
American Economic Review,2005,4.277777671813965,IV
American Economic Review,2005,5.4347825050354,IV
American Economic Review,2005,2.186046600341797,IV
American Economic Review,2005,3.58282208442688,IV
American Economic Review,2005,1.0470588207244873,IV
American Economic Review,2005,4.340721607208252,IV
American Economic Review,2005,2.906914234161377,IV
American Economic Review,2005,8.828571319580078,IV
American Economic Review,2005,1.2222222089767456,IV
American Economic Review,2005,1.7301586866378784,IV
American Economic Review,2005,2.054054021835327,IV
American Economic Review,2005,6.1875,IV
American Economic Review,2005,4.077519416809082,IV
American Economic Review,2005,2.658536672592163,IV
American Economic Review,2005,3.71794867515564,IV
American Economic Review,2005,3.20119571685791,IV
American Economic Review,2005,1.399999976158142,IV
American Economic Review,2005,3.5,IV
American Economic Review,2005,0.7777777910232544,IV
American Economic Review,2005,3,IV
American Economic Review,2005,7,IV
American Economic Review,2005,0.5,IV
American Economic Review,2005,4.572916507720947,IV
American Economic Review,2005,1.9117647409439087,IV
American Economic Review,2005,1.8387097120285032,IV
American Economic Review,2005,2.2112677097320557,IV
American Economic Review,2005,0.20512820780277252,IV
American Economic Review,2005,1.9117647409439087,IV
American Economic Review,2005,3.277027130126953,IV
American Economic Review,2005,1.9365079402923584,IV
American Economic Review,2005,3.011904716491699,IV
American Economic Review,2005,2.057692289352417,IV
American Economic Review,2005,3,IV
American Economic Review,2005,2.75,IV
American Economic Review,2005,1.2978723049163818,IV
American Economic Review,2005,2.1111111640930176,IV
American Economic Review,2005,3.227246046066284,IV
American Economic Review,2005,1.3571428060531616,IV
American Economic Review,2005,2.9277777671813965,IV
American Economic Review,2005,0.8611111044883728,IV
American Economic Review,2005,2.2941176891326904,IV
American Economic Review,2005,1.8387097120285032,IV
American Economic Review,2005,3.3333332538604736,IV
American Economic Review,2005,1.2989721298217771,IV
American Economic Review,2005,1.8857142925262451,IV
American Economic Review,2005,1.2857142686843872,IV
American Economic Review,2005,2,IV
American Economic Review,2005,1.695906400680542,IV
American Economic Review,2005,4.090909004211426,IV
American Economic Review,2005,3.264150857925415,IV
American Economic Review,2005,3.8092691898345943,IV
American Economic Review,2005,0.7179487347602844,IV
American Economic Review,2005,1.1111111640930176,IV
American Economic Review,2005,3.20119571685791,IV
American Economic Review,2005,3.41791033744812,IV
American Economic Review,2005,3.299065351486206,IV
American Economic Review,2005,1.576642394065857,IV
American Economic Review,2005,4.816287994384766,IV
American Economic Review,2005,2.307692289352417,IV
American Economic Review,2005,1.3693181276321411,IV
American Economic Review,2005,1.978103280067444,IV
American Economic Review,2005,1,IV
American Economic Review,2005,0.5,IV
American Economic Review,2005,4,IV
American Economic Review,2005,2.8518519401550293,IV
American Economic Review,2005,1.5967742204666138,IV
American Economic Review,2005,0.8194444179534912,IV
American Economic Review,2005,0.8333333134651184,IV
American Economic Review,2005,9.20634937286377,IV
American Economic Review,2005,1.567049860954285,IV
American Economic Review,2005,3.518092155456543,IV
American Economic Review,2005,2.75789475440979,IV
American Economic Review,2005,2,IV
American Economic Review,2005,3.555555582046509,IV
American Economic Review,2005,2.4634146690368652,IV
American Economic Review,2005,3.375,IV
American Economic Review,2005,6.079925537109375,IV
American Economic Review,2005,2.8888888359069824,IV
American Economic Review,2005,2.407407522201538,IV
American Economic Review,2005,1.459183692932129,IV
American Economic Review,2005,1.012195110321045,IV
American Economic Review,2005,2.3686635494232178,IV
American Economic Review,2005,2.615384578704834,IV
American Economic Review,2005,2.114285707473755,IV
American Economic Review,2005,1.752293586730957,RDD
American Economic Review,2005,0.5681818127632141,RDD
American Economic Review,2005,2.344827651977539,RDD
American Economic Review,2005,2.721311569213867,RDD
American Economic Review,2005,3.2200000286102295,RDD
American Economic Review,2005,3.912280797958374,RDD
American Economic Review,2005,4.902777671813965,RDD
American Economic Review,2005,9.131579399108888,RDD
American Economic Review,2005,0.0416666679084301,RDD
American Economic Review,2005,0.04255319014191627,RDD
American Economic Review,2005,3.0833332538604736,RDD
American Economic Review,2005,2.2357723712921143,RDD
American Economic Review,2005,5.148148059844971,RDD
American Economic Review,2005,5.090909004211426,RDD
American Economic Review,2005,3.4833333492279053,RDD
American Economic Review,2005,0.4390243887901306,RDD
American Economic Review,2005,3.4791667461395264,RDD
American Economic Review,2005,0.239130437374115,RDD
American Economic Review,2005,0.4716981053352356,RDD
American Economic Review,2005,0.3137255012989044,RDD
American Economic Review,2005,2.5,RDD
American Economic Review,2005,8.5,DID
American Economic Review,2005,1.1020407676696775,RDD
American Economic Review,2005,2.526881694793701,RDD
American Economic Review,2005,2.7349398136138916,RDD
American Economic Review,2005,1.753246784210205,RDD
American Economic Review,2005,2.367347002029419,RDD
American Economic Review,2005,5.699999809265137,DID
American Economic Review,2005,10.897436141967772,DID
American Economic Review,2005,2.1075267791748047,RDD
American Economic Review,2005,2.738738775253296,RDD
American Economic Review,2005,3.1964285373687744,RDD
American Economic Review,2005,2.7171716690063477,RDD
American Economic Review,2005,2.1791045665740967,RDD
American Economic Review,2005,2.700000047683716,RDD
American Economic Review,2005,2.757575750350952,RDD
American Economic Review,2005,4.930232524871826,RDD
American Economic Review,2005,2.7142856121063232,RDD
American Economic Review,2005,8.948275566101074,RDD
American Economic Review,2005,4.860465049743652,RDD
American Economic Review,2005,15.230769157409668,DID
American Economic Review,2005,2.345794439315796,RDD
American Economic Review,2005,17.323530197143555,RDD
American Economic Review,2005,2.08695650100708,RDD
American Economic Review,2005,16.641510009765625,RDD
American Economic Review,2005,2.382715940475464,RDD
American Economic Review,2005,4.038461685180664,RDD
American Economic Review,2005,2.4901959896087646,RDD
American Economic Review,2005,3.6389474868774414,IV
American Economic Review,2005,0.9298245906829834,IV
American Economic Review,2005,1.6894736289978027,IV
American Economic Review,2005,1.244897961616516,IV
American Economic Review,2005,19.387096405029297,IV
American Economic Review,2005,1.0757180452346802,IV
American Economic Review,2005,11.095237731933594,IV
American Economic Review,2005,0.6539325714111328,IV
American Economic Review,2005,3.677419424057007,IV
American Economic Review,2005,4.8125,IV
American Economic Review,2005,31.81818199157715,IV
American Economic Review,2005,1.0823863744735718,IV
American Economic Review,2005,4.315789699554443,IV
American Economic Review,2005,3.2916667461395264,IV
American Economic Review,2005,22.815383911132812,IV
American Economic Review,2005,1.5563910007476809,IV
American Economic Review,2005,2.029411792755127,IV
American Economic Review,2005,0.0569620244204998,IV
American Economic Review,2005,36.54999923706055,IV
American Economic Review,2005,3.444444417953491,IV
American Economic Review,2005,1.6329411268234253,IV
American Economic Review,2005,4.705882549285889,IV
American Economic Review,2005,4.823529243469238,IV
American Economic Review,2005,1.2222222089767456,IV
American Economic Review,2005,24.08333396911621,IV
American Economic Review,2005,2.441176414489746,IV
American Economic Review,2005,7.199999809265137,IV
American Economic Review,2005,4.352941036224365,IV
American Economic Review,2005,1.1268656253814695,IV
American Economic Review,2005,28.481481552124023,IV
American Economic Review,2005,1.517006754875183,IV
American Economic Review,2005,2.9583332538604736,IV
American Economic Review,2005,7.75,IV
American Economic Review,2005,6.26086950302124,IV
American Economic Review,2005,1.2671394348144531,IV
American Economic Review,2005,1.396226406097412,IV
American Economic Review,2005,0.779411792755127,IV
American Economic Review,2005,3.1987178325653076,IV
American Economic Review,2005,3.119999885559082,IV
American Economic Review,2005,5.1875,IV
American Economic Review,2005,0.900735318660736,IV
American Economic Review,2005,0.5031847357749939,IV
American Economic Review,2005,0.05263157933950424,IV
American Economic Review,2005,3.673469305038452,IV
American Economic Review,2005,0.6442307829856873,IV
American Economic Review,2005,0.5,IV
American Economic Review,2005,2.0992908477783203,IV
American Economic Review,2005,3.222222328186035,IV
American Economic Review,2005,8.38888931274414,DID
American Economic Review,2005,0.5714285969734192,DID
American Economic Review,2005,26.125,DID
American Economic Review,2005,14,DID
American Economic Review,2005,2.7428572177886963,DID
American Economic Review,2005,2.3333332538604736,DID
American Economic Review,2005,3.6666667461395264,DID
American Economic Review,2005,30.14285659790039,DID
American Economic Review,2005,0.6774193644523621,DID
American Economic Review,2005,18.545454025268555,DID
American Economic Review,2005,0,DID
American Economic Review,2005,2.6666667461395264,DID
American Economic Review,2005,0.6499999761581421,DID
American Economic Review,2005,7.09375,DID
American Economic Review,2005,8.655172348022461,DID
American Economic Review,2005,1.4285714626312256,DID
American Economic Review,2005,2.4000000953674316,DID
American Economic Review,2005,1.93478262424469,DID
American Economic Review,2005,5.824999809265137,DID
American Economic Review,2005,0.46666666865348816,DID
American Economic Review,2005,8.5,DID
American Economic Review,2005,0.5333333611488342,DID
American Economic Review,2005,2.444444417953491,DID
American Economic Review,2005,4.333333492279053,DID
American Economic Review,2005,20.625,DID
American Economic Review,2005,0.4615384638309479,DID
American Economic Review,2005,6.400000095367432,DID
American Economic Review,2005,1.6857142448425293,DID
American Economic Review,2005,5.222222328186035,DID
American Economic Review,2005,2.444444417953491,DID
American Economic Review,2005,0.7142857313156128,DID
American Economic Review,2005,0.8974359035491943,DID
American Economic Review,2005,5.043478488922119,DID
American Economic Review,2005,1.7777777910232544,DID
American Economic Review,2005,3,DID
American Economic Review,2005,6,DID
American Economic Review,2005,11,DID
American Economic Review,2005,5.285714149475098,DID
American Economic Review,2005,0.10000000149011612,DID
American Economic Review,2005,4.599999904632568,DID
American Economic Review,2005,4,DID
American Economic Review,2005,19.571428298950195,DID
American Economic Review,2005,1.021897792816162,DID
American Economic Review,2005,10,DID
American Economic Review,2005,3.5,DID
American Economic Review,2005,0.29411765933036804,DID
American Economic Review,2005,1.1111111640930176,DID
American Economic Review,2005,2.942857027053833,DID
American Economic Review,2005,19.66666603088379,DID
American Economic Review,2005,9,DID
American Economic Review,2005,9.947368621826172,DID
American Economic Review,2005,4.599999904632568,DID
American Economic Review,2005,11.44444465637207,DID
American Economic Review,2005,2.846153736114502,DID
American Economic Review,2005,33,DID
American Economic Review,2005,6,DID
American Economic Review,2005,0.8333333134651184,DID
American Economic Review,2005,3.3888888359069824,DID
American Economic Review,2005,4.599999904632568,DID
American Economic Review,2005,1.7000000476837158,DID
American Economic Review,2005,5.900000095367432,DID
American Economic Review,2005,3,DID
American Economic Review,2005,1.75,DID
American Economic Review,2005,1.5,DID
American Economic Review,2005,7.09375,DID
American Economic Review,2005,12.949999809265137,DID
American Economic Review,2005,47.33333206176758,DID
American Economic Review,2005,1,DID
American Economic Review,2005,0.9863013625144958,DID
American Economic Review,2005,1.159999966621399,DID
American Economic Review,2005,0.8333333134651184,DID
American Economic Review,2005,0.1818181872367859,DID
American Economic Review,2005,0.6666666865348816,DID
American Economic Review,2005,11.51282024383545,DID
American Economic Review,2005,0.20000000298023224,DID
American Economic Review,2005,1.783783793449402,DID
American Economic Review,2005,44.599998474121094,DID
American Economic Review,2005,0.9577465057373048,DID
American Economic Review,2005,0.8571428656578064,DID
American Economic Review,2005,0.625,DID
American Economic Review,2005,11,DID
American Economic Review,2005,1.551724195480347,DID
American Economic Review,2005,3.0999999046325684,DID
American Economic Review,2005,0.39024388790130615,DID
American Economic Review,2005,7.714285850524902,DID
American Economic Review,2005,1.3809523582458496,DID
American Economic Review,2005,9,DID
American Economic Review,2005,2,DID
American Economic Review,2005,1.47826087474823,DID
American Economic Review,2005,10,DID
American Economic Review,2005,3.1578948497772217,DID
American Economic Review,2005,12.857142448425291,DID
American Economic Review,2005,3.25,DID
American Economic Review,2005,1.7380952835083008,DID
American Economic Review,2005,12.5,DID
American Economic Review,2005,0.7272727489471436,DID
American Economic Review,2005,10.375,DID
American Economic Review,2005,1.25,DID
American Economic Review,2005,1.9117647409439087,DID
American Economic Review,2005,1.4375,DID
American Economic Review,2005,0.2800000011920929,DID
American Economic Review,2005,1.551724195480347,DID
American Economic Review,2005,3.5,DID
American Economic Review,2005,4.833333492279053,DID
American Economic Review,2005,1.3382352590560913,DID
American Economic Review,2005,0.2142857164144516,DID
American Economic Review,2005,1.9615384340286257,DID
American Economic Review,2005,3.5,DID
American Economic Review,2005,0.52173912525177,DID
American Economic Review,2005,2.3333332538604736,DID
American Economic Review,2005,3,DID
American Economic Review,2005,2.307692289352417,DID
American Economic Review,2005,0.5,DID
American Economic Review,2005,22.66666603088379,DID
American Economic Review,2005,1.3108108043670654,DID
American Economic Review,2005,13.166666984558104,DID
American Economic Review,2005,7.333333492279053,DID
American Economic Review,2005,0.5333333611488342,DID
American Economic Review,2005,3.2857143878936768,DID
American Economic Review,2005,0.7419354915618896,DID
American Economic Review,2005,7.621621608734131,DID
American Economic Review,2005,1.399999976158142,DID
American Economic Review,2005,20.625,DID
American Economic Review,2005,1.5,DID
American Economic Review,2005,2.3636362552642822,DID
American Economic Review,2005,9.083333015441896,DID
American Economic Review,2005,0.04444444552063942,DID
American Economic Review,2005,0.42307692766189575,DID
American Economic Review,2005,1.125,DID
American Economic Review,2005,3,DID
American Economic Review,2005,0.3913043439388275,DID
American Economic Review,2005,1.557692289352417,DID
American Economic Review,2005,0.15789473056793213,DID
American Economic Review,2005,19.66666603088379,DID
American Economic Review,2005,2.222222328186035,DID
American Economic Review,2005,2.527777671813965,DID
American Economic Review,2005,0.6764705777168274,DID
American Economic Review,2005,0.32203391194343567,DID
American Economic Review,2005,6,DID
American Economic Review,2005,0.375,DID
American Economic Review,2005,0.9032257795333862,DID
American Economic Review,2005,0.7307692170143127,DID
American Economic Review,2005,1.2558139562606812,DID
American Economic Review,2005,3,DID
American Economic Review,2005,20.727272033691406,DID
American Economic Review,2005,0.8518518805503845,DID
American Economic Review,2005,2,DID
American Economic Review,2005,1.454545497894287,DID
American Economic Review,2005,6,DID
American Economic Review,2005,0.2142857164144516,DID
American Economic Review,2005,0.7714285850524902,DID
American Economic Review,2005,0.2777777910232544,DID
American Economic Review,2005,0.3333333432674408,DID
American Economic Review,2005,1.6956521272659302,DID
American Economic Review,2005,16.41666603088379,DID
American Economic Review,2005,18.625,DID
American Economic Review,2005,2.066666603088379,DID
American Economic Review,2005,24.75,DID
American Economic Review,2005,22.66666603088379,DID
American Economic Review,2005,2.25,DID
American Economic Review,2005,4,DID
American Economic Review,2005,1.125,DID
American Economic Review,2005,1.703703761100769,DID
American Economic Review,2005,3.875,DID
American Economic Review,2005,22.545454025268555,DID
American Economic Review,2005,0.6363636255264282,DID
American Economic Review,2005,2.534883737564087,DID
American Economic Review,2005,2.433962345123291,DID
American Economic Review,2005,18.200000762939453,DID
American Economic Review,2005,0.5,DID
American Economic Review,2005,33.66666793823242,DID
American Economic Review,2005,2.384615421295166,DID
American Economic Review,2005,1.7999999523162842,DID
American Economic Review,2005,2.7857143878936768,DID
American Economic Review,2005,3.5,DID
American Economic Review,2005,6.199999809265137,DID
American Economic Review,2005,2.5,DID
American Economic Review,2005,1.2758620977401731,DID
American Economic Review,2005,34.33333206176758,DID
American Economic Review,2005,1.8181818723678589,DID
American Economic Review,2005,1,DID
American Economic Review,2005,7.400000095367432,DID
American Economic Review,2005,8.448275566101074,DID
American Economic Review,2005,3.25,DID
American Economic Review,2005,1.0886075496673584,DID
American Economic Review,2005,3.2807016372680664,DID
American Economic Review,2005,2.299999952316284,DID
American Economic Review,2005,8.600000381469727,DID
American Economic Review,2005,9,DID
American Economic Review,2005,7,DID
American Economic Review,2005,0.75,DID
American Economic Review,2005,0.5769230723381042,DID
American Economic Review,2005,5.333333492279053,DID
American Economic Review,2005,2.4461538791656494,DID
American Economic Review,2005,17.823530197143555,DID
American Economic Review,2005,14,DID
American Economic Review,2005,0.6666666865348816,DID
American Economic Review,2005,5.400000095367432,DID
Journal of Political Economy,2005,1,DID
Journal of Political Economy,2005,0.10000000149011612,DID
Journal of Political Economy,2005,0.7450980544090271,DID
Journal of Political Economy,2005,1.6647058725357056,DID
Journal of Political Economy,2005,0.4000000059604645,DID
Journal of Political Economy,2005,0.3928571343421936,DID
Journal of Political Economy,2005,0.20000000298023224,DID
Journal of Political Economy,2005,2.9494380950927734,DID
Journal of Political Economy,2005,2.5333333015441895,DID
Journal of Political Economy,2005,1.976331353187561,DID
Journal of Political Economy,2005,1.8823529481887815,DID
Journal of Political Economy,2005,0.719298243522644,DID
Journal of Political Economy,2005,4.439338207244873,DID
Journal of Political Economy,2005,3.595238208770752,DID
Journal of Political Economy,2005,3.0508475303649902,DID
Journal of Political Economy,2005,3.0393259525299072,DID
Journal of Political Economy,2005,0,DID
Journal of Political Economy,2005,3.5985662937164307,DID
Journal of Political Economy,2005,1,DID
Journal of Political Economy,2005,0.4892703890800476,DID
Journal of Political Economy,2005,0.9615384340286256,DID
Journal of Political Economy,2005,0.8571428656578064,DID
Journal of Political Economy,2005,1.0606060028076172,DID
Journal of Political Economy,2005,0.07017543911933899,DID
Journal of Political Economy,2005,0.25,DID
Journal of Political Economy,2005,2.1458332538604736,DID
Journal of Political Economy,2005,2.060606002807617,IV
Journal of Political Economy,2005,2.21875,IV
Journal of Political Economy,2005,1.5357142686843872,IV
Journal of Political Economy,2005,2.3815789222717285,IV
Journal of Political Economy,2005,2.2352941036224365,IV
Journal of Political Economy,2005,2.557692289352417,IV
Journal of Political Economy,2005,1.2195122241973877,IV
Journal of Political Economy,2005,2.3333332538604736,IV
Journal of Political Economy,2005,0.761904776096344,IV
Journal of Political Economy,2005,2.085714340209961,IV
Journal of Political Economy,2005,2.2444443702697754,IV
Journal of Political Economy,2005,1.2413792610168457,IV
Journal of Political Economy,2005,6,IV
Journal of Political Economy,2005,3.4000000953674316,IV
Journal of Political Economy,2005,2.8181817531585693,IV
Journal of Political Economy,2005,3.3333332538604736,IV
Journal of Political Economy,2005,2.3333332538604736,IV
Journal of Political Economy,2005,2,IV
Journal of Political Economy,2005,1.1666666269302368,IV
Journal of Political Economy,2005,10,IV
Journal of Political Economy,2005,5,IV
Journal of Political Economy,2005,1.399999976158142,IV
Journal of Political Economy,2005,3.25,IV
Journal of Political Economy,2005,2.3333332538604736,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,1.2000000476837158,IV
Journal of Political Economy,2005,2.1481480598449707,IV
Journal of Political Economy,2005,1,IV
Journal of Political Economy,2005,1,IV
Journal of Political Economy,2005,6.75,IV
Journal of Political Economy,2005,2.75,IV
Journal of Political Economy,2005,3,IV
Journal of Political Economy,2005,2.944444417953491,IV
Journal of Political Economy,2005,2,IV
Journal of Political Economy,2005,1.7999999523162842,IV
Journal of Political Economy,2005,1.5,IV
Journal of Political Economy,2005,0.30000001192092896,IV
Journal of Political Economy,2005,1.5,IV
Journal of Political Economy,2005,6.333333492279053,IV
Journal of Political Economy,2005,0.6000000238418579,IV
Journal of Political Economy,2005,3.5,IV
Journal of Political Economy,2005,4.222222328186035,IV
Journal of Political Economy,2005,3,IV
Journal of Political Economy,2005,2.6521739959716797,IV
Journal of Political Economy,2005,5.666666507720947,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,6.75,IV
Journal of Political Economy,2005,2.1666667461395264,IV
Journal of Political Economy,2005,2.75,IV
Journal of Political Economy,2005,3.5999999046325684,IV
Journal of Political Economy,2005,8.333333015441895,IV
Journal of Political Economy,2005,0.25,IV
Journal of Political Economy,2005,3.75,IV
Journal of Political Economy,2005,3.6666667461395264,IV
Journal of Political Economy,2005,5.125,IV
Journal of Political Economy,2005,9,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,2,IV
Journal of Political Economy,2005,5,IV
Journal of Political Economy,2005,0.20000000298023224,IV
Journal of Political Economy,2005,2.829268217086792,IV
Journal of Political Economy,2005,3,IV
Journal of Political Economy,2005,0.3333333432674408,IV
Journal of Political Economy,2005,3.200000047683716,IV
Journal of Political Economy,2005,3.1111111640930176,IV
Journal of Political Economy,2005,5.25,IV
Journal of Political Economy,2005,2,IV
Journal of Political Economy,2005,6.666666507720947,IV
Journal of Political Economy,2005,0.2857142984867096,IV
Journal of Political Economy,2005,4.400000095367432,IV
Journal of Political Economy,2005,4.599999904632568,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,3.4000000953674316,IV
Journal of Political Economy,2005,2.5,IV
Journal of Political Economy,2005,1,IV
Journal of Political Economy,2005,3.200000047683716,IV
Journal of Political Economy,2005,3.6666667461395264,IV
Journal of Political Economy,2005,8,IV
Journal of Political Economy,2005,6,IV
Journal of Political Economy,2005,0.6666666865348816,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,5,IV
Journal of Political Economy,2005,5.666666507720947,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,4.90625,IV
Journal of Political Economy,2005,4,IV
Journal of Political Economy,2005,3.918604612350464,IV
Journal of Political Economy,2005,4.666666507720947,IV
Journal of Political Economy,2005,1.2999999523162842,IV
Journal of Political Economy,2005,5.285714149475098,IV
Journal of Political Economy,2005,2.380000114440918,IV
Journal of Political Economy,2005,5.066666603088379,IV
Journal of Political Economy,2005,1.7142857313156128,IV
Journal of Political Economy,2005,1.3684210777282717,IV
Journal of Political Economy,2005,1.2857142686843872,IV
Journal of Political Economy,2005,2.875,IV
Journal of Political Economy,2005,0.6216216087341309,IV
