year,journal,issue,article_page,first_author,t,method,IV,DID,RCT,RDD,MULTI
2005,American Economic Review,95.4,1119,Parker,7.800000190734863,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.2142857313156128,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.7333333492279053,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.529411792755127,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.8888888955116272,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.6341463327407837,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.3888888955116272,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,7.400000095367432,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.1875,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.3407549858093262,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,9.5,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.2666666805744171,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.375,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,3.2905266284942627,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.6176470518112183,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.6315789222717285,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,3.2905266284942627,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,3.2905266284942627,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.2142857313156128,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.7999999523162842,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.399999976158142,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.09375,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,7.599999904632568,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.3333333730697632,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.2000000476837158,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,2.483769178390503,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.7142857313156128,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,9.375,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.75,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.9333333373069763,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,7.199999809265137,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,1.4137930870056152,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.46666666865348816,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,2.357142925262451,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,NA,IV,1,0,0,0,1
2005,American Economic Review,95.4,1119,Parker,0.46666666865348816,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.6538461446762085,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.4814815521240234,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.795454502105713,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.28947377204895,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.675675630569458,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.126732349395752,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.189873456954956,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.2112677097320557,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.377049207687378,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.1807228922843933,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9473683834075928,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.521472454071045,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.644444465637207,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.15625,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.795454502105713,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.41791033744812,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9438596963882446,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.0625,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.4285712242126465,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.17499999701976776,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.2571427822113037,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.1111111640930176,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.6603773832321167,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.0416666269302368,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.277777671813965,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,5.4347825050354,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.186046600341797,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.58282208442688,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.0470588207244873,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.340721607208252,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.906914234161377,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,8.828571319580078,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.2222222089767456,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.7301586866378784,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.054054021835327,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,6.1875,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.077519416809082,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.658536672592163,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.7179486751556396,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.20119571685791,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.399999976158142,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.5,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.7777777910232544,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,7,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.5,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.572916507720947,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9117647409439087,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.8387097120285034,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.2112677097320557,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.20512820780277252,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9117647409439087,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.277027130126953,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9365079402923584,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.011904716491699,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.057692289352417,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.75,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.2978723049163818,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.1111111640930176,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.227246046066284,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.3571428060531616,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.9277777671813965,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.8611111044883728,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.2941176891326904,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.8387097120285034,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.3333332538604736,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.2989721298217773,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.8857142925262451,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.2857142686843872,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.695906400680542,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.090909004211426,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.264150857925415,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.8092691898345947,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.7179487347602844,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.1111111640930176,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.20119571685791,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.41791033744812,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.299065351486206,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.576642394065857,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4.816287994384766,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.307692289352417,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.3693181276321411,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.9781032800674438,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.5,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,4,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.8518519401550293,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.5967742204666138,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.8194444179534912,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,0.8333333134651184,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,9.20634937286377,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.5670498609542847,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.518092155456543,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.75789475440979,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.555555582046509,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.4634146690368652,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,3.375,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,6.079925537109375,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.8888888359069824,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.407407522201538,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.459183692932129,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,1.012195110321045,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.3686635494232178,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.615384578704834,IV,1,0,0,0,1
2005,American Economic Review,95.4,1190,Banerjee,2.114285707473755,IV,1,0,0,0,1
2005,American Economic Review,95.4,1237,Chay,1.752293586730957,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.5681818127632141,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.344827651977539,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.721311569213867,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.2200000286102295,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.912280797958374,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,4.902777671813965,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,9.131579399108887,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.0416666679084301,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.042553190141916275,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.0833332538604736,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.2357723712921143,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,5.148148059844971,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,5.090909004211426,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.4833333492279053,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.4390243887901306,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.4791667461395264,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.239130437374115,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.4716981053352356,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,0.3137255012989044,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.5,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,8.5,DID,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,1.1020407676696777,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.526881694793701,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.7349398136138916,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,1.753246784210205,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.367347002029419,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,5.699999809265137,DID,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,10.897436141967773,DID,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.1075267791748047,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.738738775253296,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,3.1964285373687744,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.7171716690063477,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.1791045665740967,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.700000047683716,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.757575750350952,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,4.930232524871826,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.7142856121063232,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,8.948275566101074,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,4.860465049743652,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,15.230769157409668,DID,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.345794439315796,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,17.323530197143555,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.08695650100708,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,16.641510009765625,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.382715940475464,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,4.038461685180664,RDD,0,1,0,1,2
2005,American Economic Review,95.4,1237,Chay,2.4901959896087646,RDD,0,1,0,1,2
2005,American Economic Review,95.5,1525,Dafny,3.6389474868774414,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,0.9298245906829834,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,1.6894736289978027,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,1.2448979616165161,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,19.387096405029297,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,1.0757180452346802,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,11.095237731933594,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,0.6539325714111328,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,3.677419424057007,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,4.8125,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,31.81818199157715,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,1.0823863744735718,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,4.315789699554443,IV,1,0,0,0,1
2005,American Economic Review,95.5,1525,Dafny,3.2916667461395264,IV,1,0,0,0,1
